id,name,name_jp,name_ko,effect_entry,effect_entry_ko,type_id,damage_class_id,power,accuracy,pp,priority,move_target_id,is_contact,crit_rate,drain,healing,min_hits,max_hits,introduced_in_generation_id
247,Shadow Ball,シャドーボール,섀도볼,Inflicts regular damage. Has a 20% chance to lower the target's Special Defense by one stage.,까만 그림자의 덩어리를 내던져서 공격한다. 상대의 특수방어를 떨어뜨릴 때가 있다.,7,1,80,100,15,0,0,0,,,,,,2
248,Future Sight,みらいよち,미래예지,"Inflicts typeless regular damage at the end of the third turn, starting with this one. This move cannot score a critical hit. If the target switches out, its replacement will be hit instead. Damage is calculated at the time this move is used; stat changes and switching out during the delay won't change the damage inflicted. No move with this effect can be used against the same target again until after the end of the third turn. This effect breaks through wonder guard. If the target is protected by protect or detect on the turn this move is used, this move will fail. However, the damage on the third turn will break through protection. The damage is applied at the end of the turn, so it ignores endure and focus sash. This move cannot be copied by mirror move.",기술을 사용한 2턴 뒤에 상대에게 염동력의 덩어리를 보내어 공격한다.,13,1,120,100,10,0,0,0,,,,,,2
249,Rock Smash,いわくだき,바위깨기,Inflicts regular damage. Has a 50% chance to lower the target's Defense by one stage.,펀치로 공격한다. 상대의 방어를 떨어뜨릴 때가 있다. 바위를 깰 수도 있다.,1,0,40,100,15,0,0,1,,,,,,2
250,Whirlpool,うずしお,바다회오리,"Inflicts regular damage. For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn. The user continues to use other moves during this time. If the user leaves the field, this effect ends. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use. If the target is in the first turn of dive, this move will hit with double power.",세차게 소용돌이치는 물속에 4-5턴 동안 상대를 가두어 공격한다.,10,1,35,85,15,0,0,0,,,,,,2
251,Beat Up,ふくろだたき,집단구타,"Inflicts typeless regular damage. Every Pokémon in the user's party, excepting those that have fainted or have a major status effect, attacks the target. Calculated stats are ignored; the base stats for the target and assorted attackers are used instead. The random factor in the damage formula is not used. dark Pokémon still get STAB. This effect breaks through wonder guard.",같은 편 전원이 공격한다. 동료 포켓몬이 많을수록 기술의 공격 횟수가 증가한다.,16,0,,100,10,0,0,0,,,,6,6,2
252,Fake Out,ねこだまし,속이기,Inflicts regular damage. Causes the target to flinch. Can only be used on the user's first turn after entering the field.,선제공격으로 상대를 풀죽게 한다. 배틀에 나가서 바로 쓰지 않으면 성공할 수 없다.,0,0,40,100,10,3,0,1,,,,,,3
253,Uproar,さわぐ,소란피기,"Inflicts regular damage. User is forced to use this move for 2–5 turns, selected at random. All Pokémon on the field wake up, and none can fall to sleep until the lock-in ends. Pokémon cannot use rest during this effect. This move cannot be selected by sleep talk.",3턴 동안 소란 피워 공격한다. 그 동안은 아무도 잠들지 않게 된다.,0,1,90,100,10,0,11,0,,,,,,3
254,Stockpile,たくわえる,비축하기,"Raises the user's Defense and Special Defense by one stage each. Stores energy for use with spit up and swallow. Up to three levels of energy can be stored, and all are lost if the user leaves the field. Energy is still stored even if the stat boosts cannot be applied. If the user uses baton pass, the stat boosts are passed as normal, but the stored energy is not.",힘을 비축해서 자신의 방어와 특수방어를 올린다. 최대 3회까지 비축할 수 있다.,0,2,,,20,0,9,0,,,,,,3
255,Spit Up,はきだす,토해내기,"Inflicts regular damage. Power is equal to 100 times the amount of energy stored by stockpile. Ignores the random factor in the damage formula. Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used. If the user has no energy stored, this move will fail. This move cannot be copied by mirror move.",비축된 힘을 상대에게 부딪쳐서 공격한다. 비축된 만큼 위력이 올라간다.,0,1,,100,10,0,0,0,,,,,,3
256,Swallow,のみこむ,꿀꺽,"Heals the user depending on the amount of energy stored by stockpile: 1/4 its max HP after one use, 1/2 its max HP after two uses, or fully after three uses. Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used. If the user has no energy stored, this move will fail.",비축된 힘을 꿀꺽해서 자신의 HP를 회복한다. 비축된 만큼 회복한다.,0,2,,,10,0,9,0,,,25,,,3
257,Heat Wave,ねっぷう,열풍,Inflicts regular damage. Has a 10% chance to burn the target.,뜨거운 숨결을 상대에게 내뿜어 공격한다. 화상 상태로 만들 때가 있다.,9,1,95,90,10,0,6,0,,,,,,3
258,Hail,あられ,싸라기눈,"Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max HP at the end of every turn. If the user is holding icy rock, this effect lasts for eight turns. blizzard has 100% accuracy. If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection. moonlight, morning sun, and synthesis heal only 1/4 of the user's max HP. Pokémon with snow cloak are exempt from this effect's damage.",5턴 동안 싸라기눈을 내리게 해 얼음타입이 아닌 포켓몬 모두에게 데미지를 준다.,14,2,,,10,0,12,0,,,,,,3
259,Torment,いちゃもん,트집,"Prevents the target from attempting to use the same move twice in a row. When the target leaves the field, this effect ends. If the target is forced to attempt a repeated move due to choice band, choice scarf, choice specs, disable, encore, taunt, only having PP remaining for one move, or any other effect, the target will use struggle instead. The target is then free to use the forced move next turn, as it didn't use that move this turn.",상대에게 트집을 잡아서 똑같은 기술을 2회 연속으로 쓸 수 없게 한다.,16,2,,100,15,0,0,0,,,,,,3
260,Flatter,おだてる,부추기기,"Raises the target's Special Attack by one stage, then confuses it.",상대를 부추겨서 혼란시킨다. 동시에 상대의 특수공격도 올라가 버린다.,16,2,,100,15,0,0,0,,,,,,3
261,Will-O-Wisp,おにび,도깨비불,Burns the target.,으스스하고 괴상한 불꽃을 쏘아 상대를 화상 상태로 만든다.,9,2,,85,15,0,0,0,,,,,,3
262,Memento,おきみやげ,추억의선물,Lowers the target's Attack and Special Attack by two stages. User faints.,자신은 기절하게 되지만 그 대신 상대의 공격과 특수공격을 크게 떨어뜨린다.,16,2,,100,10,0,0,0,,,,,,3
263,Facade,からげんき,객기,"Inflicts regular damage. If the user is burned, paralyzed, or poisoned, this move has double power.","자신이 독, 마비, 화상 상태일 때 날리면 기술의 위력이 2배가 된다.",0,0,70,100,20,0,0,1,,,,,,3
264,Focus Punch,きあいパンチ,힘껏펀치,"Inflicts regular damage. If the user takes damage this turn before hitting, this move will fail. This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",정신력을 높여 펀치를 날린다. 기술을 쓰기 전에 공격을 받으면 실패한다.,1,0,150,100,20,-3,0,1,,,,,,3
265,Smelling Salts,きつけ,정신차리기,"Inflicts regular damage. If the target is paralyzed, this move has double power, and the target is cured of its paralysis.",마비 상태의 상대에게는 위력이 2배가 되지만 대신 상대의 마비가 풀린다.,0,0,70,100,10,0,0,1,,,,,,3
266,Follow Me,このゆびとまれ,날따름,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user. If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target. This effect takes priority over lightning rod and storm drain. If the user's ally switches out, opposing Pokémon may still hit it with pursuit. This move cannot be selected by assist or metronome.",자신에게 주목시켜 상대로부터의 공격을 모두 자신에게 향하게 한다.,0,2,,,20,2,9,0,,,,,,3
267,Nature Power,しぜんのちから,자연의힘,Uses another move chosen according to the terrain. Terrain          | Selected move ------------------------- | ------------------ Building         | tri attack Cave           | rock slide Deep water        | hydro pump Desert          | earthquake Grass           | seed bomb Mountain         | rock slide Road           | earthquake Shallow water       | hydro pump Snow           | blizzard Tall grass        | seed bomb electric terrain | thunderbolt grassy terrain  | energy ball misty terrain  | moonblast In Pokémon Battle Revolution: Terrain    | Selected move -------------- | ------------------ Courtyard   | tri attack Crystal    | rock slide Gateway    | hydro pump Magma     | rock slide Main Street  | tri attack Neon      | tri attack Stargazer   | rock slide Sunny Park   | seed bomb Sunset     | earthquake Waterfall   | seed bomb This move cannot be copied by mirror move.,자연의 힘으로 공격한다. 사용하는 장소에 따라 나오는 기술이 변화한다.,0,2,,,20,0,15,0,,,,,,3
268,Charge,じゅうでん,충전,"Raises the user's Special Defense by one stage. If the user uses an electric move next turn, its power will be doubled.",다음 턴에 쓸 전기타입 기술의 위력을 올린다. 자신의 특수방어도 올라간다.,12,2,,,20,0,9,0,,,,,,3
269,Taunt,ちょうはつ,도발,"Target is forced to only use damaging moves for the next 3–5 turns, selected at random. Moves that select other moves not known in advance do not count as damaging. assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used. bide, counter, endeavor, metal burst, and mirror coat are allowed.",상대를 화나게 한다. 3턴 동안 상대는 데미지를 주는 기술밖에 쓸 수 없게 된다.,16,2,,100,20,0,0,0,,,,,,3
270,Helping Hand,てだすけ,도우미,"Boosts the power of the target's moves by 50% until the end of this turn. This move cannot be copied by mirror move, nor selected by assist or metronome.",동료를 돕는다. 도움받은 포켓몬이 쓰는 기술의 위력은 여느 때보다 커진다.,0,2,,,20,5,3,0,,,,,,3
271,Trick,トリック,트릭,"User and target permanently swap held items. Works even if one of the Pokémon isn't holding anything. If either Pokémon is holding mail, this move will fail. If either Pokémon has multitype or sticky hold, this move will fail. If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move. This applies even if both Pokémon had a choice item before this move was used. If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn. Neither the user nor the target can recover its item with recycle. This move cannot be selected by assist or metronome.",상대의 빈틈을 노려 자신과 상대가 지닌 물건을 교환한다.,13,2,,100,10,0,0,0,,,,,,3
272,Role Play,なりきり,역할,"User's ability is replaced with the target's until the user leaves the field. Ignores accuracy and evasion modifiers. If the target has flower gift, forecast, illusion, imposter, multitype, stance change, trace, wonder guard, or zen mode, this move will fail. This move cannot be copied by mirror move.",상대의 역할을 하여 자신도 상대와 같은 특성으로 변화한다.,13,2,,,10,0,0,0,,,,,,3
